Child Product,CPG,Month,Shipment in Child Cases,PPG,Parent Prod, Shipment in parent Prod Cases ,Inventory_Parent_Cases
S52,C1,201905,425,P4,S52,425,3
S57,C3,201905,3,P16,S57,3,3
S57,C1,201905,"2,512",P16,S57,"2,512",10
S63,C3,201905,137,P15,S63,137,0
S72,C3,201905,"1,281",P15,S63,"1,281",17
S62,C3,201905,15,P15,S62,15,0
S63,C1,201905,216,P15,S63,216,7
S72,C1,201905,"7,260",P15,S63,"7,260",7
S74,C3,201905,61,P12,S68,61,1
S68,C1,201905,"2,908",P12,S68,"2,908",3
S74,C1,201905,"7,439",P12,S68,"7,439",5
S66,C3,201905,397,P11,S66,397,30
S67,C3,201905,921,P11,S66,921,15
S66,C1,201905,"8,397",P11,S66,"8,397",24
S64,C3,201905,"1,192",P17,S31,"1,192",24
S65,C3,201905,360,P17,S32,360,24
S64,C1,201905,754,P17,S31,754,4
S65,C1,201905,610,P17,S32,610,1
S73,C3,201905,2,P19,S30,2,1
S71,C3,201905,427,P11,S71,427,6
S1,C5,201906,295,P1,S1,295,0
S3,C5,201906,280,P2,S3,280,0
S4,C2,201906,952,P3,S4,952,5
S4,C5,201906,"19,964",P3,S4,"19,964",0
S6,C5,201906,187,P5,S6,187,0
S7,C5,201906,34,P6,S7,34,0
S8,C3,201906,142,P7,S8,142,0
S8,C5,201906,542,P7,S8,542,0
S8,C2,201906,112,P7,S8,112,2
S9,C5,201906,119,P8,S9,119,0
S10,C5,201906,88,P9,S10,88,0
S8,C1,201906,40,P7,S8,40,2
S11,C3,201906,11,P10,S11,11,1
S11,C2,201906,9,P10,S11,9,0
S11,C1,201906,1,P10,S11,1,1
S38,C1,201906,2,P17,S31,2,1
S39,C1,201906,1,P17,S32,1,0
S39,C3,201906,15,P17,S32,15,0
S20,C5,201906,25,P13,S20,25,0
S20,C3,201906,-1,P13,S20,-1,6
S20,C2,201906,6,P13,S20,6,1
S21,C3,201906,-1,P13,S21,-1,1
S21,C1,201906,2,P13,S21,2,0
S22,C5,201906,874,P14,S22,874,0
S23,C5,201906,498,P14,S23,498,0
S22,C3,201906,114,P14,S22,114,14
S23,C3,201906,42,P14,S23,42,17
S22,C2,201906,43,P14,S22,43,9
S23,C2,201906,51,P14,S23,51,0
S22,C1,201906,43,P14,S22,43,5
S23,C1,201906,16,P14,S23,16,4
S36,C5,201906,8,P13,S20,4,0
S1,C1,201906,34,P1,S1,34,2
S4,C1,201906,"1,086",P3,S4,"1,086",2
S6,C1,201906,149,P5,S6,149,1
S7,C1,201906,22,P6,S7,22,0
S9,C1,201906,6,P8,S9,6,0
S44,C5,201906,"2,409",P20,S44,"2,409",0
S22,C4,201906,5,P14,S22,5,0
S52,C5,201906,352,P4,S52,352,0
S23,C4,201906,7,P14,S23,7,0
S6,C4,201906,28,P5,S6,28,0
S10,C4,201906,10,P9,S10,10,0
S11,C4,201906,290,P10,S11,290,0
S29,C4,201906,74,P18,S29,74,0
S1,C4,201906,43,P1,S1,43,0
S4,C4,201906,504,P3,S4,504,0
S8,C4,201906,58,P7,S8,58,0
S30,C4,201906,201,P19,S30,201,0
S3,C4,201906,17,P2,S3,17,0
S52,C4,201906,6,P4,S52,6,0
S44,C4,201906,124,P20,S44,124,0
S9,C4,201906,89,P8,S9,89,0
S57,C4,201906,17,P16,S57,17,0
S20,C4,201906,8,P13,S20,8,0
S58,C4,201906,5,P17,S31,5,0
S63,C4,201906,56,P15,S63,56,0
S68,C4,201906,22,P12,S68,22,0
S74,C4,201906,14,P12,S68,14,0
S66,C4,201906,14,P11,S66,14,0
S64,C4,201906,11,P17,S31,11,0
S65,C4,201906,21,P17,S32,21,0
S70,C1,201906,70,P12,S70,70,0
S36,C4,201906,1,P13,S20,1,0
S68,C2,201906,"2,643",P12,S68,"2,643",16
S1,C2,201906,88,P1,S1,88,2
S36,C2,201906,67,P13,S20,34,1
S37,C2,201906,70,P13,S21,35,2
S64,C2,201906,621,P17,S31,621,2
S65,C2,201906,699,P17,S32,699,1
S52,C2,201906,295,P4,S52,295,0
S44,C2,201906,83,P20,S44,83,1
S6,C2,201906,348,P5,S6,348,5
S9,C2,201906,61,P8,S9,61,2
S10,C2,201906,93,P9,S10,93,3
S57,C2,201906,333,P16,S57,333,1
S74,C2,201906,23,P12,S68,23,3
S3,C2,201906,20,P2,S3,20,0
S54,C2,201906,437,P21,S54,437,1
S58,C2,201906,555,P17,S31,555,9
S59,C2,201906,537,P17,S32,537,5
S66,C2,201906,"3,637",P11,S66,"3,637",16
S67,C2,201906,532,P11,S66,532,1
S7,C2,201906,121,P6,S7,121,0
S29,C2,201906,31,P18,S29,31,0
S63,C2,201906,214,P15,S63,214,16
S62,C2,201906,811,P15,S62,811,13
S73,C2,201906,1,P19,S30,1,0
S1,C3,201906,58,P1,S1,58,1
S3,C3,201906,20,P2,S3,20,2
S3,C1,201906,6,P2,S3,6,0
S4,C3,201906,252,P3,S4,252,2
S7,C3,201906,80,P6,S7,80,2
S9,C3,201906,35,P8,S9,35,1
S10,C3,201906,72,P9,S10,72,3
S10,C1,201906,10,P9,S10,10,1
S30,C3,201906,2,P19,S30,2,2
S30,C1,201906,2,P19,S30,2,1
S29,C3,201906,5,P18,S29,5,0
S29,C1,201906,1,P18,S29,1,1
S35,C3,201906,"1,017",P5,S6,"1,017",33
S69,C3,201906,-1,P8,S9,-1,1
S36,C3,201906,285,P13,S20,143,1
S37,C3,201906,126,P13,S21,63,1
S36,C1,201906,801,P13,S20,401,14
S37,C1,201906,868,P13,S21,434,3
S44,C3,201906,173,P20,S44,173,1
S44,C1,201906,47,P20,S44,47,2
S54,C3,201906,134,P21,S54,134,4
S54,C1,201906,256,P21,S54,256,5
S52,C3,201906,90,P4,S52,90,2
S52,C1,201906,559,P4,S52,559,3
S57,C1,201906,"2,212",P16,S57,"2,212",1
S58,C3,201906,547,P17,S31,547,7
S59,C3,201906,171,P17,S32,171,7
S58,C1,201906,308,P17,S31,308,0
S59,C1,201906,230,P17,S32,230,3
S63,C3,201906,792,P15,S63,792,8
S72,C3,201906,443,P15,S63,443,4
S62,C3,201906,32,P15,S62,32,3
S63,C1,201906,"4,141",P15,S63,"4,141",24
S72,C1,201906,210,P15,S63,210,1
S74,C3,201906,46,P12,S68,46,1
S68,C1,201906,"15,880",P12,S68,"15,880",17
S74,C1,201906,619,P12,S68,619,1
S66,C3,201906,173,P11,S66,173,34
S67,C3,201906,"1,028",P11,S66,"1,028",40
S66,C1,201906,"11,423",P11,S66,"11,423",31
S67,C1,201906,30,P11,S66,30,8
S64,C3,201906,647,P17,S31,647,24
S65,C3,201906,284,P17,S32,284,20
S64,C1,201906,964,P17,S31,964,1
S65,C1,201906,844,P17,S32,844,7
S73,C3,201906,4,P19,S30,4,1
S71,C3,201906,148,P11,S71,148,1

